n,bubble sort,insertion sort,quick sort,tim sort
10,6.340000000015777e-06,1.4999999999432135e-06,9.82999999994405e-06,4.699999998081239e-07
50,0.00011389000000008309,5.98000000042731e-06,0.00014524999999991904,8.700000002193065e-07
100,0.00041880000000009686,1.018999999988779e-05,0.0004994899999999803,1.3199999997937084e-06
500,0.014216840000000097,8.284999999954578e-05,0.016143270000000244,7.260000000108846e-06
1000,0.06092390000000005,0.00016914999999997348,0.061465300000000056,1.5780000000020777e-05
5000,1.6411869799999999,0.0009007099999989165,1.8317738299999982,5.097000000091612e-05
